NAME,STATE,Households,Avg household size,High school or more attained,Bachelors or higher,Veterans,Same house 1 year and over,Foreign born persons,Language other than english spoken at home,Mean travel time to work,Median household income,Per capita income,Percentage of individuals below the poverty level,Number of housing units,Number of two-unit structures,Number of three or four unit structures,Number of 5-9 unit structures,Number of 10-19 unit structures,Number of 20+ unit structures,Number of owner-occupied units,Median value of owner-occupied units,Total Population,Female persons,Persons under 5 years,Persons under 18 years,Persons over 65,White only,Black or African american only,Alaskan native or American Indian only,Asian only,Native Hawaiian or Pacific Islander,Two or more races,Hispanic or Latino,White alone not hispanic or latino,ESTAB,EMP,NESTAB,All Firms,Black Owned Firms,American Indian and Alaskan Native Owned Firms,Asian Owned Firms,Native Hawaiian or Pacific Islander Owned Firms,Hispanic Owned Firms,Women Owned Firms,Retail Sales,Accommodation and Food Sales,Population Density,Outcome
Pinal County,Arizona,148435,2.84,87.1,20.9,10.7,82.9,9,20.9,31.5,60968,27354,12.1,177933,0.9,1.5,0.9,0.9,1.4,77.4,200200,447559,48.1,5.6,22.6,20.5,76.8,4.5,4.7,1.6,0.4,6.9,30.5,56.2,3951,54200,24255,3065,0,0,0,0,223,620,2578068,328949,86.24393453,R
Santa Cruz County,Arizona,16049,2.88,77.9,20.9,4.7,87.7,33.2,78.8,22.8,41424,21686,21.5,18412,3.5,4.4,4.1,1.2,1.5,67.8,152700,46594,51.8,6.7,27.1,17.9,78.2,0.9,0.6,0.4,0,10.6,83.3,15.1,1090,11120,4262,1060,0,0,52,0,378,104,513171,76399,37.61259939,D
Yavapai County,Arizona,101245,2.24,91.8,26.3,13.7,85.3,6.2,10.4,23.2,53329,31779,12.6,118531,2.4,3.2,1.9,0.8,2.7,72.6,273300,232396,51.2,4,16.2,31.6,89.3,0.7,1.4,1,0.1,4.1,14.7,80.1,6106,61828,21514,5229,0,0,163,0,150,991,2952664,563943,28.9420351,R
Yuma County,Arizona,74624,2.76,74.6,15.4,10.1,82.6,26.7,54.1,20.7,48790,23507,18.2,93612,1.1,3.3,2.7,1.6,2.3,68.6,139200,211931,48.5,7.1,25.2,19.1,69.4,2.2,1.5,1.2,0.1,10.8,64.1,30.6,3116,46323,10568,2530,0,0,94,0,585,396,2219141,371632,38.77280214,R
Arkansas County,Arkansas,7416,2.36,86,16.4,6.3,88.3,0.9,1.8,17.5,51000,26969,16,9495,2.5,4.7,3.2,0.8,1.7,65.9,98600,17761,52.2,6.3,22.9,19.2,71.3,25.1,0.6,0.1,0,2.2,3.4,68.9,479,9092,1380,457,0,0,0,0,0,26,302359,20526,17.68383354,R
Ashley County,Arkansas,7716,2.57,85.2,12.2,6.3,91.5,2.5,5.2,20.4,43601,23138,16.2,10186,1.6,0.1,1.3,0.6,0.9,77.2,76200,20000,51.7,6,22.8,20.5,72.2,24.9,0,0.2,0.5,1.1,5.6,67.9,368,4494,1078,296,0,0,0,0,0,0,183023,18896,21.24256434,R
Baxter County,Arkansas,18727,2.2,88.8,17.8,13.7,84.7,1.8,2.4,16.7,43504,27695,12.7,22953,1.8,1.4,1.3,0.9,2.2,76.6,134500,41673,51.4,4.2,17.4,31.2,94.9,0.2,0.5,0.4,0,3,2.4,93.3,1071,14267,3432,973,0,0,0,0,0,189,571072,73550,75.65521688,R
Benton County,Arkansas,99661,2.72,89.6,34.6,7.2,85.9,12.2,13.9,20,71556,36597,8.6,108836,2.1,2.9,2.6,5.7,2.1,65.9,192900,273510,50.2,7,26.3,13.5,82,1.6,1.2,4,0.7,7.7,16.8,70.2,7046,128100,22626,4652,24,56,140,0,125,701,3717446,610252,329.2140787,R
Boone County,Arkansas,15043,2.46,88.2,17.8,9.2,85.5,1.3,2.2,18.9,46392,24749,13.7,17025,2.8,3.1,3,1.6,0.8,72,127200,37525,50.7,5.9,22.7,20.9,95.8,0.2,0.7,0.7,0,2.3,2.6,93.7,856,12343,2964,725,0,0,0,0,0,87,622351,58058,63.44458288,R
Bradley County,Arkansas,4233,2.51,83.3,13.8,9,89.5,8.1,14.6,22.8,41808,22912,15.7,5818,2.9,7.2,2.7,0.1,0.7,63.1,87600,10805,52.8,6.3,24.2,18.4,66.8,27.5,3.3,0.1,0,1.7,15.4,55.4,249,2396,553,252,0,0,0,0,0,0,71407,9064,16.57795931,R
Calhoun County,Arkansas,1754,2.87,84,10.7,7.4,92.7,1.8,4.7,21.7,50441,24823,12.8,2943,0.3,0.7,0.1,0,0.3,83.5,73100,5160,50,3.9,18.7,21.1,74.4,22.2,0,0,0.3,3,4.2,72.1,51,383,183,24,0,0,0,0,0,0,12584,1156,8.25531362,R
Carroll County,Arkansas,11079,2.51,86.3,21.2,11.7,91.9,8.2,12.4,21.3,48249,26445,15.2,13764,1.5,3.7,1.4,0.5,2.1,75.1,143600,28062,50.2,5.5,21.9,23,89.3,0.9,1.2,1.4,1,4.5,15.1,78.3,694,8304,2628,776,0,0,0,0,0,0,250069,69869,45.04399729,R
Chicot County,Arkansas,4052,2.4,78.2,14.6,5.6,87.1,3,7.3,19.1,33523,21418,28.2,5429,1.3,3.4,1.2,1,3.1,66.7,68000,10433,50.5,5.8,22.1,20.8,42.6,53.8,0.2,0.6,0,2.2,5.7,38.8,199,1763,568,0,0,0,0,0,0,0,58335,6930,15.69346533,D
Clark County,Arkansas,8336,2.39,88.9,25.2,6.2,78.8,2.3,4.2,19.4,39500,21708,20.9,10559,3.1,4.7,6.3,3.4,2.7,59,116100,22341,52.6,5.3,19,16.5,70,24.2,0.2,0.6,0.1,2,4.8,68.2,520,6731,1326,482,0,0,0,0,0,0,376931,55875,25.77136629,R
Clay County,Arkansas,6476,2.26,83.5,13.6,8.4,86.3,0.7,1.2,22.9,37933,22935,20.4,8024,3.1,2.1,1.7,0.5,0.6,67.4,79600,14710,50.8,5.4,21.5,21.3,95.5,0.5,0.4,0,0,2.1,2.2,94.8,273,2314,822,286,0,0,0,0,0,0,127738,8596,22.75485209,R
Cleburne County,Arkansas,10882,2.27,86.6,16.7,12.8,84.7,1.2,2.1,27.8,45563,27490,14.3,16143,2,0.9,0.9,0.4,0,78.1,126400,25063,50.1,4.8,19,26.8,96.1,0.9,0.9,0.3,0,1.8,2.4,93.9,585,5711,2240,503,0,0,0,0,0,101,412542,35689,45.00446495,R
Cleveland County,Arkansas,3170,2.52,89.5,15.9,7,95,0.2,0.6,32.7,46349,23998,14.7,4123,1.2,0.7,0.5,0,0.3,77.9,90400,8063,52.6,4.8,22.6,20.6,84.4,13.5,0.3,0,0,1.8,0,84.4,68,643,433,98,0,0,0,0,0,0,16199,0,13.30927272,R
Columbia County,Arkansas,8456,2.58,86.8,20.5,6.5,85.9,1.9,3.4,17.4,37609,23217,24.3,11698,0.9,3.3,2.7,1.5,2.1,68.8,87700,23620,51.9,6.1,20.7,17.3,61,36.2,0.2,0.8,0,0.9,2.8,59.3,527,7237,1269,439,0,0,0,0,0,50,199080,43760,30.62337635,R
Conway County,Arkansas,8491,2.44,86.6,17.7,9,86.2,2.1,3.6,26.7,44456,26539,19.8,9862,3.8,0.5,1.7,0.2,2.7,70.3,113500,20895,50.7,5.7,22.8,19.2,85.2,10.1,0.4,0.5,0,3.8,4,81.4,406,4724,1455,426,0,0,0,0,0,69,241675,29895,37.74562165,R
Craighead County,Arkansas,42203,2.5,89.4,27.1,6.4,77.2,3.9,5.7,18.9,49730,28407,17.7,46156,3.7,8.1,4.8,4.9,2.9,57,149700,109081,51.2,6.9,24.7,13.7,77.6,15.2,0.2,1.3,0,3.6,5.1,74.8,2575,46296,9023,2015,0,0,50,0,0,247,1828893,251524,155.9896558,R
Crawford County,Arkansas,24065,2.6,84.5,18.2,8.9,85.4,4.3,7.1,21.9,48980,25460,17.8,26953,4.3,1.9,2.7,1.2,2.1,75.6,123800,63118,50.7,6.4,24.5,16.8,87.7,1.6,1.9,1.6,0,4.1,8,83.7,1065,15608,4107,882,0,0,0,0,0,113,500708,73058,106.5350331,R
Crittenden County,Arkansas,19021,2.51,83.7,17.4,6.6,81.8,1.8,2.5,20.8,42384,24161,21,21790,3.1,3.7,7.7,3.8,2.6,56.8,122700,48381,52.4,7.7,27.2,13.8,42.7,48.6,0.2,0.7,0,7.5,2.7,41.2,844,13834,3724,689,0,0,0,0,0,54,665249,90150,78.56551116,D
Cross County,Arkansas,6568,2.49,81.4,14.7,7.6,81.9,2.1,2.3,24.2,44379,25205,17.2,7985,5,2.3,0.8,0.3,0.8,66.4,83800,16576,51.8,6.6,23.8,18.5,73.8,17.8,0.2,0,0,8.1,2.1,72.2,370,3769,1322,324,0,0,0,0,0,0,213465,0,26.63770484,R
Dallas County,Arkansas,2992,2.14,87.2,11,8.4,87.1,0.2,0.9,23.1,35134,21229,13.4,4346,1.9,4.5,1,0.4,2.2,70.6,78200,7114,51.4,5,21.3,23,53.9,43.1,0.5,0,0.4,1.7,1.6,52.9,177,2216,363,163,0,0,0,0,0,0,77262,0,10.50216345,R
Desha County,Arkansas,5059,2.26,80.1,14,6.5,85.4,3.8,6.8,18.6,31855,19090,25.5,6292,3.1,4.6,2,1.3,1.8,62,82500,11538,54,6.5,25.7,18.8,48.8,47.4,0.3,0.4,0,1.5,6.4,44.6,290,3296,668,0,0,0,0,0,0,0,123715,14647,14.79036007,D
Drew County,Arkansas,7207,2.39,86.7,22.6,8.4,86.4,0.7,2.5,20.9,42924,26440,20.4,8640,1.8,4.7,3.4,1.3,3.9,67.2,102300,18263,51.3,6.2,21.7,18,68.5,28.5,0,0,0,1.9,3.6,66.2,407,5022,1116,334,0,0,0,0,0,33,254234,29723,21.99358356,R
Faulkner County,Arkansas,45091,2.66,92.1,32.1,6.9,89.7,3.6,5.1,24.8,54191,27414,15.7,50209,4.4,2.5,5.2,6.9,2.8,62.4,163900,124800,51.4,6.1,23.1,12.5,81.7,11.5,0.4,1.1,0.1,3.3,4.2,79.7,2723,35275,9282,2221,0,0,0,0,0,335,1880103,234271,194.4682852,R
Franklin County,Arkansas,6671,2.61,86.1,11.3,11.4,84.3,0.8,1.8,28.5,37561,20639,22.3,8018,3,2.6,2.3,0.5,0.4,72.6,96900,17785,50.3,5.8,22.9,19.9,93.2,1,1.6,0.7,0.3,2.2,3.2,91.3,284,3851,1017,173,0,0,0,0,0,0,203372,13470,29.09591843,R
Fulton County,Arkansas,5014,2.42,84.4,13.2,11.8,86,1.3,0.8,24.8,35274,20564,20.8,6847,1.9,0.2,0.1,0.1,0.7,82.5,84400,12301,51,4.9,20.8,26,94.7,0.3,0.9,0.1,0.2,3.7,0.6,94.5,165,1506,869,142,0,0,0,0,0,0,55397,9547,20.18317657,R
Garland County,Arkansas,40906,2.37,89.4,22.8,10.6,85.4,4.3,6.5,21.3,48150,27274,17,50974,3.3,4.3,3.9,2.9,4.9,67.1,142100,99043,52.1,5.3,20.1,23.7,85,8.4,1,0.8,0,3,5.8,81.5,2785,34517,8318,2396,0,0,95,0,52,429,1684321,291207,146.6693961,R
Grant County,Arkansas,7049,2.56,90.2,20.3,9,88.9,1.6,2.5,29.5,59051,30639,12.7,8049,2.1,0.7,0.2,1.2,2.7,76.3,122600,18229,50.4,5.6,22.5,17.5,93.9,2.6,0.1,0,0.2,2.7,2.9,92.4,284,3579,1195,271,0,0,0,0,0,47,131576,0,28.90893664,R
Greene County,Arkansas,17587,2.53,89,17.3,9.3,78.4,0.7,1.7,22.1,50083,23978,16.5,19185,3.9,5.2,1.5,1.5,2,66.9,124800,45197,51,6.7,24.4,16,93.6,2.3,0.3,0.4,0,2.6,2.9,91.6,766,15207,3148,686,0,0,0,0,0,111,579525,59838,78.45926416,R
Hempstead County,Arkansas,8100,2.63,84,16,5.9,88.1,6,11.3,21.4,45484,22178,22,10570,3.3,1.3,1.6,1.1,0.3,68.5,87700,21695,53.8,6.8,25.4,18.1,56.5,30.1,0.5,0.1,0.3,2.5,12.9,54.3,376,5841,1055,370,0,0,0,0,0,39,217190,27688,29.59639032,R
Hot Spring County,Arkansas,12515,2.52,87.5,15.3,8.6,86.2,1,3.9,26.8,46390,23498,15.3,14490,1.6,1,1.4,0.9,0.2,79.5,102400,33667,47.5,4.9,21.3,18.7,84.6,11.3,0.3,0.2,0,2.6,3.5,82.3,497,5833,2057,436,0,0,0,0,0,85,248215,27659,54.88628496,R
Howard County,Arkansas,5271,2.48,86,13.8,7.5,91.1,7.5,15.1,19.4,38038,23297,19.3,6255,5.2,1.4,1.1,1.4,0,67.4,101000,13267,52.3,7.1,26,17.9,66.3,20.5,0.4,0.9,0.1,2.5,12.7,63.8,260,5679,806,285,0,0,0,0,0,0,157040,20751,22.43076756,R
Independence County,Arkansas,14325,2.55,85.6,18.5,8.8,87.8,3,5,18.2,48972,25046,15.2,16600,2.2,2.4,1,0.7,1.8,72.7,97900,37585,50.9,6.6,24,17.3,89.8,1.9,0.3,0.8,0,4,6.6,87.9,787,15844,2433,760,0,0,0,0,0,121,491502,52280,49.50755722,R
Izard County,Arkansas,4911,2.55,82,14.5,11.5,87.8,0.7,2.4,19.2,42818,21189,15.2,7312,0.4,1.9,0.5,0.2,0.5,78.1,81900,13596,47.4,4.4,17.4,25.5,90.2,1,0.8,0,0,7.6,2.4,89.4,214,2048,933,188,0,0,0,0,0,21,110349,4916,23.47417993,R
Jackson County,Arkansas,6241,2.29,83.2,11.7,6.3,79.8,0.6,2.2,19.9,37885,19901,22.8,7606,4.7,3.1,2,0.2,0.6,70,71300,16908,50.5,5.3,19.9,17.9,76.9,11.5,0.1,0.1,0,11.1,3,76.5,315,3660,776,344,0,0,0,0,0,34,229697,16147,26.37745585,R
Jefferson County,Arkansas,26630,2.33,87.4,18,7.3,84.5,1.7,4.1,20.3,40402,21941,20.8,33372,2.8,1.8,4,3.8,3.8,61.9,84900,68123,50.6,6,22,17.3,39.3,55.8,0.3,1,0.5,2.1,2.2,38.3,1251,19542,3617,947,60,0,108,0,0,127,776810,0,76.80457988,D
Johnson County,Arkansas,9792,2.62,79.8,16.5,8.3,89.4,8.9,12,18.9,39346,22077,18.3,11536,3.5,4.6,1.2,1.5,0.9,72.5,107600,26475,50.9,6.3,24.3,16.4,89,1.6,0.2,2.3,0.2,4.9,14,78.9,388,7196,1403,340,0,0,0,0,0,0,265902,27040,40.27938975,R
Lafayette County,Arkansas,2898,2.28,79,14,7.6,92.8,2.3,2.7,28.1,33763,22204,24.7,4394,1,2.8,1.3,0.6,0.3,78.2,60800,6728,49.9,5.3,19,23.7,59.9,35.8,0.3,0.7,0,1.7,2.9,58.4,105,697,336,0,0,0,0,0,0,0,26925,3964,12.53844494,R
Lawrence County,Arkansas,6584,2.42,83.7,14.4,8.8,83,0.9,1.3,26.2,40587,22113,14,8030,2.8,3.3,0.8,0.3,2.7,68.9,75400,16511,50.1,5.8,22,19.5,94.7,1.4,0.3,0.1,0,3.3,1.6,93.7,279,3119,1257,280,0,0,0,0,0,0,206445,14580,27.91967921,R
Lee County,Arkansas,3202,2.3,78.2,8.7,4.2,83.1,1.2,2.9,22.7,27902,20103,27,4362,5.5,2.2,4.9,0.3,0.7,58,76400,8963,43.2,5.3,18.3,19.3,42.6,55.7,0.3,0.1,0,0.7,2.7,40.9,115,889,658,111,0,0,0,0,0,0,40124,2668,14.69745763,D
Lincoln County,Arkansas,3598,2.3,79.3,8.5,5.8,88.8,1.9,4.9,26,46554,14182,19.7,4693,1.2,0.3,0.6,0.7,0.1,77.8,90600,13278,36.2,4.3,16.8,15.4,65.8,30.2,0.5,0,0,1.1,4.1,64.1,154,1348,568,0,0,0,0,0,0,0,66766,0,23.19333441,R
Little River County,Arkansas,5292,2.3,89.8,14.3,6.7,85.7,0.4,1.7,28.2,48966,27057,14.2,6534,2.5,2,0.6,0,0.2,77.9,77400,12345,52.3,6.4,22.2,21.5,74.6,19.3,1.1,0.3,0,2.9,3.7,72.8,171,2676,578,175,0,0,0,0,0,52,129535,0,23.03257212,R
Logan County,Arkansas,8359,2.52,86.7,12.2,8.8,85.1,1.5,3.8,25.1,44232,22632,16.4,10173,2.8,3.4,0.7,0.8,0.7,75.2,100500,21619,50.7,6,21.7,20,89.9,1.5,0.8,1.6,0,5.4,3.1,88.6,364,3869,1278,311,0,0,0,0,0,24,164777,13610,30.30756948,R
Lonoke County,Arkansas,27218,2.66,89.9,20.6,12.2,88,2.2,4,29.4,59278,28446,12,29737,2.8,3.6,1.9,1.2,0.6,71.1,145000,73163,50.9,6.7,25.6,13.6,88.2,5.5,0.5,1,0.2,3.4,4.6,85.5,1077,11539,5061,934,0,0,0,0,0,0,557155,87411,95.03693678,R
Madison County,Arkansas,6045,2.7,84.5,12.1,7.5,89,2.8,3.5,32.1,41446,22733,17.3,7595,0.4,0.8,0.9,0.8,0.3,80.3,116000,16393,49.2,6.7,23.1,19,92.4,0.1,0.8,0.8,0.6,3.9,5.8,88.3,219,2684,1385,206,0,0,0,0,0,0,95884,9971,19.86913138,R
Marion County,Arkansas,6918,2.37,86.1,16.1,11.9,86.9,1.8,1.6,22.6,38426,22113,18.6,9546,1,2.4,1.2,0.5,0.6,79.5,132200,16586,51.6,4.4,18.1,28,95.7,0.7,1,0.6,0,1.9,2.4,93.7,226,2810,1253,188,0,0,0,0,0,35,112755,9410,27.96517883,R
Miller County,Arkansas,16237,2.59,85.7,18,7.9,86.6,1.9,2.1,19.7,45391,23828,17.7,19576,3.7,2.3,6,4.4,3.1,65.8,113400,43515,50.8,6.1,23.7,16.5,69.6,25,1.3,0.3,0.1,2,3.4,67.9,693,11772,2716,554,0,0,0,0,0,96,378761,0,69.13026714,R
Mississippi County,Arkansas,16623,2.44,82.1,15.6,7,80.9,1.7,4,18.7,42986,24825,21.4,20572,13.3,4.6,2.7,2.1,0.8,57.6,93000,41396,51.1,7.2,26.2,14.7,60.2,35,0.1,0.5,0.1,3,4.4,57.7,746,14771,2399,767,0,0,0,0,0,95,419490,60887,45.13887825,R
Monroe County,Arkansas,3234,2.1,78.9,12.6,6.3,82.3,0.3,1.9,26.4,38438,24610,22.9,4445,7.1,3.2,2.3,0.7,2,61.8,73500,6879,52.1,6.3,21,22.9,54.5,42.3,0.7,0.2,0,1.9,1.1,53.9,183,1627,565,223,0,0,0,0,0,0,63011,11096,11.03711477,R
Montgomery County,Arkansas,3706,2.38,83.1,15.1,8.5,86.1,2.6,3.6,29.6,41165,22892,18.5,5875,0.5,2.9,0.1,0.1,0.6,84.2,111600,8964,50.1,4.8,18.5,27.3,92.2,0.3,1.1,0.4,0,3,4.3,91,131,839,832,0,0,0,0,0,0,26,28853,28919,11.5216877,R
Nevada County,Arkansas,3188,2.53,89.5,11.9,9.3,80.3,0,0.2,27.4,39946,19443,21.3,4595,2.8,2.1,0,1.5,0.5,69.5,66400,8249,49.8,5.9,22.6,20.6,62.6,34.8,0.3,0.1,0,2.3,0,62.5,118,1875,464,81,0,0,0,0,0,0,101750,4127,13.35614266,R
Newton County,Arkansas,2996,2.57,86,15.9,9.6,93.5,0.2,0.7,31.3,39542,20768,10.5,4706,1.6,1.6,2.2,0.1,1,83.8,127100,7753,50.6,4.5,19.7,26.8,93.1,0,1.7,0.1,0.4,3.8,0.9,93,84,652,654,68,0,0,0,0,0,0,20613,7559,9.444461415,R
Ouachita County,Arkansas,9487,2.45,86.2,13.5,9.3,92.2,1,1.8,21.5,38279,21338,21.6,13110,1.4,5.1,2.1,0.4,0.7,70.9,76900,23597,52.7,5.5,22.5,20.4,56.3,42.6,0,0,0,0.8,2.4,54.9,485,7519,1111,388,0,0,0,0,0,0,242238,23223,31.90849889,R
Perry County,Arkansas,3700,2.75,89.3,17.8,11.2,90.3,0.6,2.1,35.2,44926,23030,16.2,4993,1.1,0.5,0.4,0.2,0.2,79.7,115000,10342,48.7,5.3,22.1,19.9,92.4,2.8,0.2,0.1,0,2.9,3.1,91.5,108,867,751,84,0,0,0,0,0,0,33679,0,18.95537128,R
Phillips County,Arkansas,7561,2.37,81.6,15.5,6.8,84,0.5,1.3,16.2,33724,20379,31.3,10243,9.1,3.9,4.2,1.8,1.4,46.1,80800,18151,53,7.4,25.7,18.8,35.2,63.5,0,0,0,1,2,34.1,348,3805,1338,366,0,0,0,0,0,71,148139,14598,25.56249916,D
Pike County,Arkansas,4215,2.5,85,18.3,7.9,89.1,3.7,5.3,28.7,42983,24642,16.7,5629,1.6,1.4,1.9,0.6,0.4,74.4,86100,10714,50.7,5.4,21.5,20.1,88.9,3.8,0.4,0.2,0,3.1,6.5,86.3,214,1865,859,151,0,0,0,0,0,0,79823,10580,17.84474605,R
Poinsett County,Arkansas,9567,2.45,80.7,11.5,5.4,83.9,1.2,2.1,26.1,40700,21154,20.4,10994,4.7,3.9,1.1,0.6,0.4,62.8,81200,23747,51.2,6.3,23.9,18,87.1,3.7,0.1,0,0,8,3.2,85.8,341,3438,1484,251,0,0,0,0,0,0,166247,19973,31.02475101,R
Polk County,Arkansas,8114,2.45,85.2,15.3,11.3,86.6,4.1,6.2,22.3,39084,24691,22.2,10130,1.5,0.7,0.5,2.4,0.6,75.8,103700,19999,51.3,5.8,23,22.8,90.3,0.5,1.6,0.3,0.1,3.7,6.6,87.3,422,4840,1624,309,0,0,0,0,0,26,193759,18690,23.28217207,R
Pope County,Arkansas,22863,2.65,84.9,24.6,8.5,85.6,5.4,8.7,20.3,46004,25546,15.9,26373,1.9,5.7,3.2,1.4,1.5,72.4,129000,63926,50.7,6.3,22.7,15.4,89.4,2.7,0.5,1.1,0,3.5,9.2,83.7,1557,23088,3927,1347,0,0,0,0,0,245,895238,136800,78.85627522,R
Prairie County,Arkansas,3755,2.13,85.9,15.3,9.3,90.6,0.3,0.6,25.9,42754,26955,10.4,4550,1,1.5,1.5,1.5,0.4,74.9,71800,8138,50.8,5.5,20.6,23.8,85.9,11.6,0.1,0.2,0,1.7,1.8,84.5,145,987,516,166,0,0,0,0,0,0,51312,0,12.4438727,R
Pulaski County,Arkansas,161652,2.39,91.3,35.2,8.9,85.9,5.3,7.8,20.3,52930,33773,15.8,185460,3,4.2,6.8,6.6,7.5,58.1,161000,393078,52.3,6.6,23.2,15.5,54.6,37,0.4,2.2,0.1,3.3,6.2,51.6,12258,214965,30750,9585,292,31,524,0,0,1515,7998111,1127293,516.7358132,D
Randolph County,Arkansas,7294,2.41,84.6,13.8,6.7,80.5,3.6,3.7,23.8,42844,23534,18.9,8629,2.7,1.8,0.4,0.4,0.4,74.4,92500,17934,49.8,6.1,23.6,19.9,93.4,0.9,0.3,0.3,0.6,3.6,2.2,92.3,312,4046,1352,327,0,0,0,0,0,0,189494,16473,27.53350108,R
Saline County,Arkansas,45098,2.65,91.3,27.6,9.5,88.1,3.1,4.9,25.7,66876,31973,8.4,49149,1.3,1,2,3.7,1.1,78.7,159300,120990,51.1,5.8,23.3,17.9,87,7.7,0.3,1.2,0.1,2.7,5,83.4,2125,22850,9052,1626,0,0,0,0,0,262,1276900,164615,169.2115017,R
Scott County,Arkansas,4114,2.48,79.6,12.1,6.7,85.7,3,5.3,26.8,42635,21026,17.4,5283,2,1.3,1.7,0.5,1.1,73.2,81900,10269,47.3,6,23.7,20.9,87,2.2,0.4,1.4,0,4.6,7.9,84.1,141,1946,628,152,0,0,0,0,0,0,44764,6361,11.5210575,R
Searcy County,Arkansas,3235,2.42,80.8,10.9,9.4,90,0.7,0.7,27.8,35077,19761,25.9,4951,0.5,1,0.4,0.2,0.9,74.9,99000,7898,50,4.9,19.7,25.6,90.9,0.5,3.3,0.4,0,4.8,2.6,90.8,112,1016,823,88,0,0,0,0,0,0,51315,0,11.83316982,R
Sebastian County,Arkansas,52026,2.42,84.2,23.3,9.1,83.1,8.7,15.2,19.3,47878,28623,16.7,57127,6.9,4.7,3.3,4.4,4.2,59.3,129300,127670,51.1,6.5,24,16,72.1,6.2,1.1,4.5,0,6.3,14.4,69.1,3337,60300,9202,2809,0,43,101,0,0,375,2250541,304315,240.6523488,R
Sevier County,Arkansas,5690,2.96,75.7,13.4,6.7,90.1,15.6,31.8,27,47872,23423,19.8,6986,1.9,3.6,1.2,0.6,0.1,66.9,95000,16947,49.3,8,28.5,14,62,4.6,2.7,0.5,0.5,2.5,33.6,56.9,253,4173,984,221,0,0,0,0,0,76,202283,16050,30.08466646,R
Sharp County,Arkansas,7315,2.33,83.5,10.5,13,86.8,0.7,1.1,21.3,35573,21644,18.1,9894,1.5,1.7,0.6,0.5,0.4,78.7,75200,17217,50.9,5,20.7,26.1,93.8,1,0.2,0,0,4.7,2.4,91.9,309,2533,1271,287,0,0,0,0,0,0,169359,13188,28.85813686,R
St. Francis County,Arkansas,9313,2.39,81.4,10.9,6,84.8,3.5,5.4,18.5,36053,19743,28.4,10969,5.5,9.4,2.7,1.7,1.3,54.8,65200,25477,44,6.3,21.5,16.4,40.2,52.9,0.5,0.7,0.2,3.6,5.3,39.4,442,5421,1816,372,0,0,0,0,0,38,254227,30105,39.37555219,D
Stone County,Arkansas,4866,2.56,79.4,12.6,10.4,88.6,0.7,1.3,23,36067,20462,20.4,6927,0.9,1,0.3,0,0.7,74.1,135800,12582,50.6,4.6,19.7,27.1,94.1,0.1,0.4,0.5,0,4.3,1.9,92.8,233,2077,1194,236,0,0,0,0,0,56,126398,19661,20.62090823,R
Union County,Arkansas,15855,2.44,86.4,21.2,7,91.2,2.4,4.6,19.2,45293,27129,19.7,20065,0.8,2.8,3.8,1.2,0.7,74.4,89700,39089,51.8,6.7,24.1,17.7,64.1,33,0.7,0.8,0,1,4,60.6,1044,15811,2679,786,0,0,0,0,0,0,560092,59989,37.22092266,R
Van Buren County,Arkansas,7220,2.27,84.8,15.8,10.2,87.6,1.5,2.2,29.7,40442,23244,16.3,10519,0.5,3.3,3.8,3,2.5,77.4,105500,16578,50.6,4.5,19.3,25.9,94.4,0.6,1.3,0.1,0.1,2.7,3.2,92.7,298,3022,1244,316,0,0,0,0,0,0,159558,14461,23.31101883,R
Washington County,Arkansas,89094,2.56,85.5,33.2,6.5,82.2,10.8,17.9,20.7,52380,29419,16,95238,4.4,4.4,5.5,9.8,4.6,53.5,184300,236198,50,6.7,24.3,11.7,75.2,3.4,0.8,2.7,2.6,6.1,16.9,69.4,5752,94164,18946,4285,0,22,107,0,61,639,3587770,581703,253.920167,R
White County,Arkansas,28903,2.59,85.8,20.7,8.3,82.2,2.8,5.7,23.4,44000,23801,14.4,33924,2.2,3.5,1.7,3.2,2.5,67.7,125300,78725,51.1,6.1,23.4,16.3,90.9,4.3,0.5,0.8,0,2.7,4.4,87.8,1593,22198,5470,1434,0,0,0,0,0,234,1051907,126172,76.08444542,R
Woodruff County,Arkansas,3002,2.12,82.6,15.1,5.7,90.7,0.1,0.2,19.6,40331,25677,22.4,3878,3.2,5.5,1.2,0.4,2.2,67.8,74300,6477,53.6,5.9,21.4,23.7,69.8,29.2,0,0,0,1,0.2,69.6,124,1235,406,120,0,0,0,0,0,0,44807,3194,10.77052881,R
Yell County,Arkansas,7797,2.7,78.3,13.3,6.3,88.2,9.6,18.3,21.7,47981,23008,14.8,9881,2.7,2.6,2.7,2.6,1.3,71.2,110300,21425,49.4,6.2,24,17.3,77.8,2.1,0.4,1.2,0,1.6,20.5,74.8,321,5030,1133,297,0,0,0,0,0,0,125938,15473,22.94473864,R
Alameda County,California,573174,2.84,88.8,48.7,3.6,87.2,32.8,45.7,34.2,104888,49883,9.3,605767,3.6,6.6,5.3,5.1,17.2,53.6,825300,1661584,50.8,5.8,20.6,13.9,38,10.3,0.7,31.3,0.8,7.9,22.2,30.6,41258,719830,135117,33577,755,0,10544,90,2128,6931,26888725,5042039,2266.803836,D
