NAME,STATE,Households,Avg household size,High school or more attained,Bachelors or higher,Veterans,Same house 1 year and over,Foreign born persons,Language other than english spoken at home,Mean travel time to work,Median household income,Per capita income,Percentage of individuals below the poverty level,Number of housing units,Number of two-unit structures,Number of three or four unit structures,Number of 5-9 unit structures,Number of 10-19 unit structures,Number of 20+ unit structures,Number of owner-occupied units,Median value of owner-occupied units,Total Population,Female persons,Persons under 5 years,Persons under 18 years,Persons over 65,White only,Black or African american only,Alaskan native or American Indian only,Asian only,Native Hawaiian or Pacific Islander,Two or more races,Hispanic or Latino,White alone not hispanic or latino,ESTAB,EMP,NESTAB,All Firms,Black Owned Firms,American Indian and Alaskan Native Owned Firms,Asian Owned Firms,Native Hawaiian or Pacific Islander Owned Firms,Hispanic Owned Firms,Women Owned Firms,Retail Sales,Accommodation and Food Sales,Population Density,Outcome
Santa Cruz County,Arizona,15538,2.97,74.8,22.5,5.5,87,32.6,77.5,22.7,38941,18860,21.9,18125,2.2,6.5,2.6,2,2.9,66.2,135200,46547,52.1,7.2,28.5,15.9,85,0.4,0.4,0.8,0,1.2,46547,15.3,1163,11420,4275,1060,0,0,52,0,378,104,513171,76399,37.17695893,D
Yavapai County,Arizona,93445,2.29,90.2,25.5,15,81.9,6.5,10.3,23.1,46638,26584,14.7,112854,2.7,2.9,1.8,1,2.4,70.1,199300,218586,51.1,4.3,17.4,28.3,92,0.5,1.8,0.9,0,2.1,218586,81.2,5825,60153,18667,5229,0,0,163,0,150,991,2952664,563943,27.76656504,R
Yuma County,Arizona,70924,2.78,71.7,14.4,10.2,81.9,26.9,52.3,19,41467,19483,20.5,90071,1.5,3,3.7,2.7,2.1,67.4,113400,203292,48.7,7.4,26.2,17.4,72.8,2.1,1.1,1.3,0.2,2.4,203292,32.7,2963,42536,9022,2530,0,0,94,0,585,396,2219141,371632,37.29234061,R
Arkansas County,Arkansas,7685,2.38,82.5,14.4,8.6,85.2,1.1,2.4,14.9,37330,23287,19.6,9441,2.1,3,5,1.3,1.2,64.6,77600,18569,52.6,6.7,23.1,17.8,72.6,26.3,0.1,0,0,0.9,18569,70.4,510,8786,1360,457,0,0,0,0,0,26,302359,20526,18.42028291,R
Ashley County,Arkansas,8338,2.49,83.9,13.6,6.9,89.8,2.6,4.8,19.3,36352,20290,19.9,10101,2.5,0.6,1.9,0,1,75.1,70900,20989,51.5,6.2,23.5,18.1,71.7,25.9,0.2,0,0,0.7,20989,68,383,5844,1083,296,0,0,0,0,0,0,183023,18896,22.14516695,R
Baxter County,Arkansas,18061,2.24,87.2,17.7,14.7,82.5,2.4,2,16.9,38115,23068,13.8,22588,2.1,2.6,1.8,0.8,1.9,75.3,123100,40992,51.6,4.5,17.7,30.1,96.8,0.2,0.5,0.6,0,1.4,40992,95.2,1033,13145,3031,973,0,0,0,0,0,189,571072,73550,74.08120265,R
Benton County,Arkansas,88014,2.76,87.2,30.7,8.9,84.6,11.2,13.2,19.7,59016,28996,11.4,98027,2.1,3.1,3.7,4.4,1.6,66.9,155900,245231,50.5,7.3,27.1,12.8,88.3,1.5,1.4,3.6,0.4,2.9,245231,74.7,6063,115639,17972,4652,24,56,140,0,125,701,3717446,610252,304.774601,R
Boone County,Arkansas,14883,2.47,85,15,11.9,81.1,0.8,1.7,19.4,38664,21719,17.5,16908,1.7,3.1,1.7,2.7,0.2,72,114400,37301,51,6.1,22.2,19.7,96.5,0.3,0.8,0.5,0.1,1.7,37301,94.3,878,12035,2824,725,0,0,0,0,0,87,622351,58058,63.19166192,R
Bradley County,Arkansas,4550,2.39,79.9,14.2,7.6,91.5,6.6,10.9,23.6,34665,20465,28.8,5819,3.1,5.3,1.6,1.5,1.8,64.5,72500,11096,50.6,6.4,23.5,18.3,61.6,29.2,1.4,0,0,0.4,11096,56.5,254,2848,543,252,0,0,0,0,0,0,71407,9064,16.93682005,R
Calhoun County,Arkansas,2079,2.44,83.2,12,10.5,89.3,0.6,3,25.6,35446,21093,19.2,2888,0.5,1.1,0.7,0,0.1,81.8,71800,5210,48.6,5.7,19.6,18.5,76.6,21.9,0.1,0.2,0.3,0.8,5210,72.9,59,421,188,24,0,0,0,0,0,0,12584,1156,8.183729226,R
Carroll County,Arkansas,10874,2.52,83.8,17.7,12.7,84.5,8.3,14.2,19.7,38145,20888,17.5,13581,3.6,2.7,1.3,0.5,1,76,118500,27690,50.7,5.5,22.1,20.9,93.4,1.1,0.6,0.9,0.5,2.4,27690,81.1,695,9000,2567,776,0,0,0,0,0,0,250069,69869,43.88395593,R
Chicot County,Arkansas,4384,2.39,80.1,13.1,7.7,85.9,2.6,5,20.2,29628,18853,30.9,5407,2.1,3.6,1.3,1.1,3.7,66.2,59600,11189,51.3,6.4,22.9,19.2,42.7,54.2,0.4,0.4,0,0.6,11189,39.1,207,2029,563,0,0,0,0,0,0,0,58335,6930,16.98716148,D
Clark County,Arkansas,8783,2.25,86.5,24.7,8.5,79.4,2.9,5.3,21.6,35595,19500,24,10405,2.7,2.6,4.4,3.4,2.6,63.1,92700,22684,52.5,5.2,19.5,15.7,72.2,23.6,0.2,0.8,0,1.8,22684,69.4,499,6919,1289,482,0,0,0,0,0,0,376931,55875,26.16057381,R
Clay County,Arkansas,6453,2.34,79.1,11.3,9.7,85.9,1.4,2.1,22.3,32404,19192,22.2,8039,2.2,3.5,2.5,0.2,0.9,72.6,66700,15202,50.7,4.8,21.1,21,96.3,0.5,0.4,0.2,0,1.1,15202,96,288,2473,785,286,0,0,0,0,0,0,127738,8596,23.33262786,R
Cleburne County,Arkansas,10360,2.44,83.3,15.4,13.6,87.6,1.4,2.2,26.2,41717,25078,15.5,15854,2.2,1.3,0.7,0.6,0.8,75.3,126100,25587,50.2,5,19.7,25.4,97.1,0.6,0.4,0.6,0,1.1,25587,95,563,5649,2174,503,0,0,0,0,0,101,412542,35689,45.6283787,R
Cleveland County,Arkansas,3342,2.5,86.1,15.7,10.6,94.6,1.7,1.8,28.9,42429,21485,20,4058,1.1,0.2,0.5,0.1,0.4,75.4,84000,8421,49.9,5,23,18.6,86.7,10.5,0.2,0.1,0,2.3,8421,84.7,74,488,365,98,0,0,0,0,0,0,16199,0,13.7859234,R
Columbia County,Arkansas,9518,2.36,85.2,21.9,7.8,83.3,2.6,4.4,17.2,36507,19922,24.9,11578,1.4,2.8,2.2,3.2,2.7,66.1,77100,24168,52.4,6.1,21.4,16.6,60,34.8,0.3,1.1,0,1,24168,59.2,558,7176,1292,439,0,0,0,0,0,50,199080,43760,31.19960059,R
Conway County,Arkansas,8360,2.49,85,16.9,9.3,88.9,2,3.8,25.4,38266,21896,21.5,9733,4.3,1.2,1.4,0,1.5,72.6,100300,21060,51.1,6,23.1,18.3,85.3,11.8,0.5,0.1,0,2.1,21060,81.8,412,4682,1343,426,0,0,0,0,0,69,241675,29895,37.91171371,R
Craighead County,Arkansas,39042,2.54,88,25.4,7.6,76.7,3.8,5.4,18.1,43892,24226,18.9,43278,3.4,6.7,4.4,4.9,3.6,58.9,131700,102884,51.3,7,24.8,12.8,80.8,13.8,0.6,1.2,0.1,1.9,102884,78,2480,43051,7780,2015,0,0,50,0,0,247,1828893,251524,149.6366294,R
Crawford County,Arkansas,23548,2.6,85.3,13.5,10.4,86,4.2,7.2,23,41792,20889,18.8,26430,2.9,2.3,2.1,1.8,1,76.4,109500,61927,50.8,6.1,25.1,15.3,90.2,1.3,2,1.8,0,3.1,61927,85.5,1061,17759,3841,882,0,0,0,0,0,113,500708,73058,105.3270912,R
Crittenden County,Arkansas,18496,2.64,81.8,17.4,8.1,84.3,1.5,2.8,20.8,39407,20133,24.6,21607,3.1,5.5,8,2.9,1.3,57.1,102800,49511,52.8,7.7,28.1,12.2,45.1,50.7,0.2,0.7,0.2,2.7,49511,43.7,825,13964,3624,689,0,0,0,0,0,54,665249,90150,80.66950543,D
Cross County,Arkansas,6703,2.55,80.7,14.7,8.1,89.6,0.5,1.6,21.9,39306,20692,19.8,7883,5,4.8,1.1,0.6,0.7,66,83900,17329,51.6,6.3,24.6,17.1,74.7,23.3,0.2,0.3,0,1.2,17329,73.2,343,3732,1413,324,0,0,0,0,0,0,213465,0,27.64038919,R
Dallas County,Arkansas,3222,2.22,83.4,12.7,9.3,83.2,2.4,3.4,26,35745,17803,14.7,4285,1.4,3.3,1.4,1.2,0.4,67.1,61000,7738,51.6,4.4,23.4,20.2,55,41.1,0.1,1.8,0,1.2,7738,53.3,189,2397,341,163,0,0,0,0,0,0,77262,0,11.19141937,R
Desha County,Arkansas,5224,2.32,76.1,13.2,6.4,88.2,2.7,4.9,19.3,26519,17324,32,6283,4.4,4.8,5.2,1.1,0.4,56,58800,12234,54.2,6.9,25.7,17,49,47.7,0.2,0.1,0,1,12234,45.9,301,3564,703,0,0,0,0,0,0,0,123715,14647,15.46061529,D
Drew County,Arkansas,7094,2.5,81.7,19.8,6.5,85.4,1.1,2.5,22,33092,18373,27.7,8479,1.4,2.5,2.8,3,2.5,62.8,94200,18688,51.7,6.1,22.4,15.9,68.1,28.7,0.1,0.1,0,1,18688,67.1,409,4770,1080,334,0,0,0,0,0,33,254234,29723,22.51573885,R
Faulkner County,Arkansas,43451,2.66,91.1,29.1,8.6,83.7,2.9,4.3,24.2,50872,24809,16.1,48753,4.8,1.8,4.5,7.5,3.1,62.3,149900,120417,51,6.5,23.7,11.3,83.6,11.2,0.4,1.2,0.1,2.1,120417,81.3,2522,35065,8375,2221,0,0,0,0,0,335,1880103,234271,188.6474144,R
Franklin County,Arkansas,6779,2.58,81.1,13,10.6,84.3,2.1,2.1,25.9,39482,19811,21.1,8024,0.8,2.6,0.5,0.9,0.3,73.2,94000,17799,50.6,5.7,23.8,18.4,94.3,0.9,2.4,0.4,0.1,1.8,17799,92.6,278,3411,1001,173,0,0,0,0,0,0,203372,13470,28.9492791,R
Fulton County,Arkansas,5240,2.29,83.9,11,12.3,80.1,0.8,2.1,23.6,35593,19082,23.2,6746,1.4,0.6,0.8,0.2,1,77.5,88500,12186,50.5,4.8,20.2,25,96.5,0.1,0.7,0.1,0,2.2,12186,95.7,160,1421,799,142,0,0,0,0,0,0,55397,9547,19.61036806,R
Garland County,Arkansas,40353,2.35,88.4,20.6,12.3,82.8,3.5,5.8,21.4,40011,24602,20.6,50530,2.7,4.4,4,2.9,4.4,66.3,133700,97119,51.7,5.6,20.8,21.7,85.5,8.2,0.7,0.7,0,2.1,97119,82.9,2712,33063,7890,2396,0,0,95,0,52,429,1684321,291207,143.8107848,R
Grant County,Arkansas,6869,2.6,90,19.8,11.4,87,0.9,1.3,29.6,49195,24696,13,7840,0.7,0.4,1,0.7,1,79.5,117800,18046,50.9,5.8,23.4,16.1,93.8,4.4,0.3,0.2,0,1.1,18046,93.1,270,3358,1169,271,0,0,0,0,0,47,131576,0,28.61930655,R
Greene County,Arkansas,16766,2.57,85.3,16.4,9.5,80.3,0.8,1.7,20.2,42755,21643,17.7,18479,2.8,4.3,2,1.4,1.4,66.4,105300,43745,50.7,6.4,24.5,14.9,95.9,0.9,0.4,0.1,0,1.6,43745,94.2,778,14289,2854,686,0,0,0,0,0,111,579525,59838,77.20079934,R
Hempstead County,Arkansas,7729,2.83,78.7,12.6,7.3,87.7,6.8,12.1,20.7,34072,17813,26.7,10430,1.9,3.2,1.4,1.8,0.4,67.8,76300,22208,52,6.3,26.4,16.5,63,30.3,0.2,0,0,2.4,22208,55.4,377,6221,984,370,0,0,0,0,0,39,217190,27688,30.2039684,R
Hot Spring County,Arkansas,12226,2.57,85.9,13.5,10.2,85.1,1.1,1.6,26.1,42589,20522,17,14331,0.9,2.7,1.2,0.5,0.5,73,85600,33440,48.5,5.2,21.3,17.3,85.8,11.3,0.4,0.3,0,1.9,33440,83,481,5741,1917,436,0,0,0,0,0,85,248215,27659,54.24838339,R
Howard County,Arkansas,5068,2.62,79.4,15.7,7.8,89,5.5,13.2,20.6,34672,22587,19.6,6230,3.5,3.2,0.3,1.7,0.1,66.9,90100,13487,51.9,7.1,25.9,16.5,67.4,21,0.5,0.2,0,1.5,13487,65.4,285,5846,760,285,0,0,0,0,0,0,157040,20751,22.72810204,R
Independence County,Arkansas,14316,2.51,84.5,17.6,8.3,86,3.2,4.5,19,37592,22035,19.2,16273,2.5,1.5,1.2,0.8,1.1,71.6,99900,37030,51.4,6.3,24,16.7,92.5,1.9,0.4,0.9,0,2,37030,89.3,786,14012,2378,760,0,0,0,0,0,121,491502,52280,48.65216179,R
Izard County,Arkansas,5349,2.36,83.9,12.4,13.7,83,2.2,3.3,20.9,35188,18964,22,7212,1.1,1,1.2,0.5,0.4,77.9,77600,13461,48.1,4.4,18.6,24.8,96.9,1.2,0.2,0.2,0,1.1,13461,95.6,227,1998,859,188,0,0,0,0,0,21,110349,4916,23.13736789,R
Jackson County,Arkansas,6219,2.29,76.6,8.6,8.3,80.2,0.7,1.8,19.5,31245,18316,27.1,7598,6,2.1,1.8,1.3,0.4,68.6,63600,17495,51,5.6,20.3,16.8,79.3,17.1,0.4,0.1,0,2.3,17495,77.4,316,4043,834,344,0,0,0,0,0,34,229697,16147,27.16516734,R
Jefferson County,Arkansas,27660,2.41,84.3,17,8.5,88.9,1.7,3.6,21.2,36377,19691,25.5,33207,2.7,2.7,4,3.6,3.2,62.5,81900,72385,50.8,6.1,23.2,15.2,40.9,56.1,0.1,0.8,0,1.2,72385,39.9,1330,20658,3619,947,60,0,108,0,0,127,776810,0,80.40925476,D
Johnson County,Arkansas,10014,2.53,79,15.9,9.1,87.4,7.7,12,20.6,34031,18871,21.4,11350,3.8,3.3,1.3,1.4,0.5,71.4,90100,26025,50.3,6.7,24.3,15.6,92.2,1.8,0.3,1.4,0,2.4,26025,81.1,393,7519,1319,340,0,0,0,0,0,0,265902,27040,39.6672153,R
Lafayette County,Arkansas,2947,2.37,80.2,13.7,7.8,91,1,1.2,25,29882,24171,26.4,4342,1.9,4.4,1.8,0,0,72.2,63300,7127,50.9,4.8,20.5,21.5,60.2,38.8,0,0.4,0,0.5,7127,59.3,103,706,329,0,0,0,0,0,0,0,26925,3964,12.96055794,R
Lawrence County,Arkansas,6603,2.47,81.7,13.4,9.7,86.2,0.6,1.5,25.5,33381,18010,23.6,7969,1.9,2.9,0.3,1.1,2.1,67.7,69700,16915,50.9,5.5,22.2,19.2,97.2,0.7,0.7,0.1,0,1.3,16915,96,284,3007,1131,280,0,0,0,0,0,0,206445,14580,28.47941742,R
Lee County,Arkansas,3541,2.3,69.3,8.2,4.8,88.2,0.6,1.3,20.8,25724,14292,30.1,4363,8,1,4.1,0.8,1,55.1,64600,9781,43,5.3,19.7,16.9,41.8,57.4,0.2,0.1,0,0.5,9781,40.7,118,899,662,111,0,0,0,0,0,0,40124,2668,15.44917364,D
Lincoln County,Arkansas,3940,2.35,79.1,7.8,5.8,88.9,2.2,3.3,22.9,32369,12610,23.3,4852,4.1,0.9,2.2,0.4,0.3,71.8,65000,13935,38.1,4.3,17.9,13.5,66.6,31.1,0.5,0,0,0.5,13935,64.6,162,1414,482,0,0,0,0,0,0,0,66766,0,24.40514982,R
Little River County,Arkansas,5191,2.4,86,9.7,11.6,85.4,0.7,3.2,24.5,35396,20237,19.4,6449,2.7,1.8,1.5,1.3,1.3,72.2,73700,12616,50.3,5.3,22.7,19.2,73.6,21,1.2,0,0,1.5,12616,73.1,169,2676,562,175,0,0,0,0,0,52,129535,0,23.39286092,R
Logan County,Arkansas,8401,2.54,82.8,13,9.9,85,2.3,3,26.8,36463,20340,19,10129,2.2,1.7,0.6,0.3,0.5,74.5,87400,21935,50,5.6,22.4,19.1,93.1,1.7,0.8,2.2,0,1.5,21935,91.4,373,4070,1198,311,0,0,0,0,0,24,164777,13610,30.77446321,R
Lonoke County,Arkansas,25993,2.72,88.1,19.5,13.3,86.1,2.1,3.2,26.9,56156,24501,12.1,28553,2.9,2.9,2.3,1.4,0.9,69.5,131700,71279,50.8,6.8,26.5,12.6,89.2,5.9,0.5,0.8,0.1,2.1,71279,86.9,1044,11507,4565,934,0,0,0,0,0,0,557155,87411,93.68945156,R
Madison County,Arkansas,6279,2.5,80.4,11.3,8.3,91.6,2.7,5,31.5,39839,22637,18.1,7482,0.3,0.3,0.6,1.2,0.6,75.5,100100,15761,49.8,6.1,23.5,17.6,94.9,0.7,0.8,0.4,0,3,15761,90.5,187,2479,1221,206,0,0,0,0,0,0,95884,9971,19.26513453,R
Marion County,Arkansas,6667,2.44,86,15.3,15.3,84.3,1.2,1.3,21.4,33726,18706,19.9,9343,1,2.1,1.2,0.7,0.4,79,109700,16404,50.6,4.5,17.7,26.5,96.6,0.4,0.8,0.3,0,1.7,16404,94.9,206,2827,1141,188,0,0,0,0,0,35,112755,9410,27.34466008,R
Miller County,Arkansas,17003,2.49,85.5,14.5,9.6,81.5,1.2,1.8,19.1,39955,21217,20.6,19397,3.9,2.1,4.9,5,2.9,64.9,99600,43666,50.6,6.8,24.2,15,71.2,25.2,0.6,0.1,0.1,2,43666,69.7,735,11331,2588,554,0,0,0,0,0,96,378761,0,69.99339643,R
Mississippi County,Arkansas,16835,2.58,80.4,12.6,7.2,80.4,1.8,3.6,18.5,35003,19159,25.5,20495,10.8,4.2,2.7,1,0.5,56.8,80700,44199,51.4,7.3,27,13.4,61.1,34.9,0.1,0.2,0.1,1.9,44199,59.1,790,17271,2181,767,0,0,0,0,0,95,419490,60887,47.56402316,R
Monroe County,Arkansas,3306,2.26,78.2,9.1,9.4,84.9,1.1,2.6,21.5,31541,19849,28.6,4441,8.4,2.3,3.4,0.4,1.5,63.9,56400,7542,53.5,6.3,21.2,21,56,40.9,0.1,0.4,0,2.2,7542,54.7,188,1647,516,223,0,0,0,0,0,0,63011,11096,11.8080043,R
Montgomery County,Arkansas,3735,2.4,79.8,12.5,12.9,86.1,2.4,3.5,28.8,35103,20375,18.8,5740,0.2,3.8,0.8,0.3,0.4,79.9,88200,9100,50.2,4.7,19.7,24.8,92.7,0.6,2.3,0.9,0,1.7,9100,91.4,131,820,741,0,0,0,0,0,0,26,28853,28919,11.38507425,R
Nevada County,Arkansas,3509,2.42,83.1,15.1,8.2,90.7,1.1,2.2,30,30750,17595,30.8,4542,0.5,2,1.3,0,0.2,71.6,65300,8668,48.2,6,22.7,19.5,64,34,0.2,1.3,0,0.5,8668,63.7,120,2094,442,81,0,0,0,0,0,0,101750,4127,13.59258902,R
Newton County,Arkansas,3243,2.44,80.4,14.8,11.2,91.2,0.9,0.6,33.7,33176,17790,21.6,4670,0.4,0.5,1.4,0,0.8,85.1,84800,7988,49.8,4.3,19.9,23.6,95.5,0,1.1,0.5,0,2.9,7988,94.5,89,942,668,68,0,0,0,0,0,0,20613,7559,9.667369706,R
Ouachita County,Arkansas,10313,2.36,86.2,16.6,9.2,92.8,0.9,1.7,23.8,31233,20033,24.5,13063,2.7,4,3.2,0.9,0.4,67.7,66900,24728,52.9,6.5,22.8,18.2,57.3,40.7,0.2,0.1,0,1.6,24728,55.6,500,7469,1239,388,0,0,0,0,0,0,242238,23223,32.88557091,R
Perry County,Arkansas,3730,2.69,82.2,10.6,10.7,90.6,0.6,1.7,33.6,45819,22474,17.8,4907,3,0.4,0.9,0.1,0,79.5,84500,10246,50.2,5.7,22,18.5,93.2,2.7,0.3,0.1,0,2.4,10246,92.3,102,906,669,84,0,0,0,0,0,0,33679,0,18.36963565,R
Phillips County,Arkansas,7953,2.48,76.4,11.7,7.7,81.5,0.6,1.7,18.8,26829,16684,33.5,10156,11.5,3.2,0.7,2.5,1.4,48.8,62900,19929,53.1,7.3,27,16.3,36.4,62.3,0,0.1,0,1.2,19929,34.7,395,4017,1381,366,0,0,0,0,0,71,148139,14598,27.2776387,D
Pike County,Arkansas,4298,2.52,81.4,14.8,10.2,85.4,4.3,5.9,27.2,34519,19686,18.5,5572,2,1.9,1.6,0.4,0.1,75,77300,11017,50.9,5.7,23.1,18.8,89.1,3,0.3,0.7,0,1.8,11017,87.5,206,1942,840,151,0,0,0,0,0,0,79823,10580,18.03472453,R
Poinsett County,Arkansas,9471,2.51,78.7,9.6,7.4,80.7,0.9,2.3,23.6,35163,17710,22.1,10926,7.8,4.8,1.5,0.5,0.7,62.2,77900,24131,51,6.3,23.8,17.3,89.3,6,0.4,0.1,0,3.5,24131,87.8,361,3506,1434,251,0,0,0,0,0,0,166247,19973,31.67752506,R
Polk County,Arkansas,7925,2.54,84.3,12.3,13.2,85.9,3.7,4.9,23.3,33202,18097,25.2,10032,1.5,1,0.7,1.3,1.1,77,83900,20290,51.3,6,23.4,21.4,92.6,0.4,1.2,0.4,0,3.2,20290,88.5,436,4939,1538,309,0,0,0,0,0,26,193759,18690,23.52030573,R
Pope County,Arkansas,22919,2.6,83.5,21.3,8.5,83.3,4.7,7,18.3,40534,20912,19.6,25867,3,6.1,3.1,2.3,1.1,67.1,120900,63107,50.8,6.3,22.8,14.3,91.2,3,0.4,1,0,3,63107,85.2,1574,23014,3798,1347,0,0,0,0,0,245,895238,136800,78.49193445,R
Prairie County,Arkansas,3846,2.13,82.4,13,10.6,89.1,0,0.6,26.2,37500,21035,19.8,4497,1.1,3.2,2.3,0.5,0.3,69.4,67100,8334,50.9,5.4,20.7,22,85.2,13.4,0.4,0,0,0.7,8334,85.2,148,907,456,166,0,0,0,0,0,0,51312,0,12.73469334,R
Pulaski County,Arkansas,155440,2.48,90.1,32.9,10,83.5,5.2,7.7,20.3,47101,28421,18,181232,2.9,3.8,6,6.4,7.7,59,144000,391806,52.1,6.9,23.8,13.5,57.9,35.9,0.3,2.1,0,2.5,391806,53.6,12079,206244,28663,9585,292,31,524,0,0,1515,7998111,1127293,518.4078537,D
Randolph County,Arkansas,7318,2.35,83.3,13.7,10,82.6,0.8,2.2,29.1,36318,20059,19.6,8537,3.3,2.7,1.1,0.1,0.7,72.2,79000,17584,50.6,5.4,22.6,20.1,96.6,1,0.7,0,0,1.3,17584,95.3,319,3394,1252,327,0,0,0,0,0,0,189494,16473,26.75097213,R
Saline County,Arkansas,42633,2.68,89.3,24.5,10.5,89.9,2.8,4.9,25.8,57632,26963,8.5,46800,1.3,1.4,2.2,1.9,1.9,77.6,143900,115577,50.9,6,23.8,17,90.1,6,0.3,1,0.1,1.9,115577,86.7,1887,21703,8028,1626,0,0,0,0,0,262,1276900,164615,164.0525187,R
Scott County,Arkansas,3965,2.67,76.4,10.6,10.3,88.6,4.4,8.5,21.4,37861,17934,20.9,5181,2.9,3,1,1.1,0.8,72.6,77700,10661,49.4,6.1,24.2,18.4,90,0.1,1.5,3.1,0,3.2,10661,84.6,136,1890,634,152,0,0,0,0,0,0,44764,6361,11.51742136,R
Searcy County,Arkansas,3194,2.46,84.6,14.4,9.3,89.4,0.8,0.5,27.7,35542,20618,20.7,4904,0.4,2,0.5,0.5,1.1,79.8,82800,7938,49.9,4.6,19.9,24.2,94.3,0.4,1.2,1.2,0,2.4,7938,93.7,110,1037,780,88,0,0,0,0,0,0,51315,0,11.96076377,R
Sebastian County,Arkansas,50437,2.49,82.5,18.8,9,83.7,9.5,15.2,18.7,40023,23383,22.2,56055,5.9,5.1,4.4,4,4.8,59.7,114800,127351,51.1,6.7,24.5,14.3,79.6,6.6,1.4,4.4,0.1,3.9,127351,71,3368,62998,8681,2809,0,43,101,0,0,375,2250541,304315,240.2596756,R
Sevier County,Arkansas,6005,2.84,69.6,9.4,9,90.3,17.1,30.1,24,38956,17458,22.4,6874,2,1.6,0.8,0.8,0,74.2,70400,17193,50.1,8.1,29,13.7,65.4,5,2.1,0.5,0,1.9,17193,59,255,4030,832,221,0,0,0,0,0,76,202283,16050,29.92247964,R
Sharp County,Arkansas,7320,2.3,83.2,10.1,14,82.5,0.9,2,27.3,31068,19404,22.2,9826,1.3,3,0.7,0.7,0.3,75.5,76700,17027,51,4.8,21.1,25.5,95.7,0.3,0.6,0.6,0,2.7,17027,94,313,2579,1247,287,0,0,0,0,0,0,169359,13188,28.38500076,R
St. Francis County,Arkansas,9308,2.52,78,10.4,8.8,82.9,2.6,5.4,19.5,35066,16540,24.6,10898,4.4,4.9,4.8,2,0.7,57.8,62700,27023,45.9,6.2,22.8,14,42.5,53,0.3,0.3,0.1,1.4,27023,40.7,435,5538,1879,372,0,0,0,0,0,38,254227,30105,41.26686737,D
Stone County,Arkansas,4966,2.49,76.5,14.4,12.2,85.3,0.4,2,24.3,30486,19616,23.6,6759,1.9,0.3,0.5,0.5,0.7,75.8,104800,12503,49.3,4.7,20.1,25.3,96.6,0.1,0.4,0.2,0,2.5,12503,95.2,222,1908,1127,236,0,0,0,0,0,56,126398,19661,20.67762959,R
Union County,Arkansas,16383,2.43,83.7,19.2,8.2,88.4,2.1,3.7,18.6,39836,22240,20.7,19688,1.3,1.9,3.8,0.7,0.9,71.5,77800,40334,51.4,6.6,24,16.6,64.6,33,0.8,0.5,0,0.9,40334,61.3,1087,16620,2794,786,0,0,0,0,0,0,560092,59989,38.38184502,R
Van Buren County,Arkansas,6825,2.45,84.3,13.6,11.9,89.3,1.9,3,26.6,34576,19883,18.5,10342,0.7,2.5,3.7,2.3,1.8,78.4,92000,16892,50.5,4.8,20.1,24.7,95.6,0.5,0.4,0.2,0,3,16892,93.7,326,3626,1247,316,0,0,0,0,0,0,159558,14461,23.42766607,R
Washington County,Arkansas,83467,2.54,84.2,31.2,6.9,78.9,11.2,17.1,21.6,45442,25249,19,90065,5.2,4.3,5.1,11,4.9,53.5,157400,219930,50.1,7.3,25.1,10.7,78.3,3.4,0.9,2.4,2.1,3,219930,72.4,5312,88197,16345,4285,0,22,107,0,61,639,3587770,581703,242.0862,R
White County,Arkansas,29108,2.58,84,19.3,9.4,80.5,2.5,5.6,23.6,42197,22510,17.7,33138,2.3,3,2.4,3.4,2.3,67.7,113500,78823,51,6.5,23.6,15.2,91.5,4.3,0.2,0.7,0,2.3,78823,88.7,1540,22615,5380,1434,0,0,0,0,0,234,1051907,126172,76.57539338,R
Woodruff County,Arkansas,2919,2.31,75.5,10.2,10.6,91.6,0.7,0.3,18.4,30383,18382,24.1,3888,3.8,3.7,2.9,0.6,1.1,64.5,62700,6873,52.5,5.9,21.8,20.9,69.9,26.6,0.1,1.5,0.1,1.7,6873,69.3,130,1229,385,120,0,0,0,0,0,0,44807,3194,11.31792295,R
Yell County,Arkansas,7492,2.85,77.9,14.4,7.8,87.2,10.6,18.5,20.7,39323,18981,17.5,9742,1.4,2.5,3.1,1.5,1.1,68.7,100100,21716,50.6,6.6,24.9,16.9,81.5,2.7,0.8,1.4,0,0.8,21716,76,300,4788,1252,297,0,0,0,0,0,0,125938,15473,23.16879495,R
Alameda County,California,564293,2.79,87.3,43.9,4.5,85.9,31.7,43.9,31.6,79831,39042,12,592796,3.9,6.9,5.8,5.1,16,52.6,593500,1605217,51,6.1,21.4,12.4,43.9,11.3,0.6,28.2,0.9,6.4,1605217,32.6,39242,662511,143612,33577,755,0,10544,90,2128,6931,26888725,5042039,2229.358581,D
Alpine County,California,343,3.34,91.1,29.7,12.6,84.4,3.1,10.2,22.4,62375,26783,18.9,1771,1.8,0.5,3.3,5.6,19,81.6,329500,1184,41.6,4.3,23.1,20.8,72.4,0.8,18.9,0.8,0,7.1,1184,67.9,35,549,90,0,0,0,0,0,0,0,0,7355,1.450550559,D
Amador County,California,14248,2.31,88.3,21.5,13.3,83.6,6.1,11.4,31.2,57032,27496,11.2,18203,1.2,1.5,1.7,1,1.8,75.6,265900,36963,46.3,3.8,15.5,24.7,86.7,2.4,1.4,1.5,0.2,3.6,36963,79.6,824,8224,2730,704,0,0,42,0,0,102,367562,290843,62.8738297,R
